ds,yhat,yhat_lower,yhat_upper
2025-03-01,21567.521414026167,8843.63469361769,33741.20891652427
2025-04-01,22918.29687039706,11105.596293053202,34550.62671692572
2025-05-01,23133.91228317863,10656.6946786356,36600.53448596121
2025-06-01,23059.421677004168,10875.720868097458,35227.754277157794
2025-07-01,24743.467606426348,11303.444243061958,37394.484043431155
2025-08-01,23932.838357838475,11673.76102142083,36794.727010915114
2025-09-01,20318.721797748614,7798.8802683704525,32438.842874870807
2025-10-01,20430.169775801092,7655.392746909685,33658.77227127943
2025-11-01,17214.136483187707,4930.259034798525,29875.27511406451
2025-12-01,15796.512602056902,2699.8913969793684,29101.392208201883
2026-01-01,16306.631816808214,4078.9583526486394,28006.55798273263
2026-02-01,16079.081433117559,4313.48403860577,29154.263628871337
2026-03-01,18845.882968382233,7123.316398279067,31438.599885508058
2026-04-01,19989.713792838953,7579.67874168816,32469.880933520097
2026-05-01,20152.53766222802,8567.03293383436,32428.55575433854
2026-06-01,20078.95110972192,7363.318247101562,32769.434917767925
2026-07-01,21534.62348058928,9598.824384901945,32547.32473441153
2026-08-01,20773.912536807395,7730.779419054347,33883.82137119085
2026-09-01,17611.920791557623,5210.109910523521,29682.793994448875
2026-10-01,17679.121285425546,4599.646655460825,30544.113772652458
2026-11-01,14861.13811076265,2398.3553243878296,27357.356031154435
2026-12-01,13612.351113465746,731.054452492678,26598.46551420742
2027-01-01,14027.361455522121,2361.4296742156657,26370.64850550022
2027-02-01,13811.097783798976,2161.984088406743,26779.48021063765
2027-03-01,16129.353245676257,2957.889890250937,27560.914720396442
2027-04-01,17068.85184882405,4789.434038419902,29340.197252730904
2027-05-01,17178.285441340307,4495.808395786968,30510.512446177967
2027-06-01,17099.0618288981,5082.2947489033595,29815.786739976556
2027-07-01,18317.876583620186,5223.572299859576,30664.750130103734
2027-08-01,17613.066872224048,5494.085663673344,30801.143687801086
2027-09-01,14902.708081948724,2442.439401337099,27260.429614914385
2027-10-01,14924.399501152588,2031.3681456960312,27417.39932321267
2027-11-01,12508.210061180163,65.59386856456642,24552.803219550362
2027-12-01,11428.711694118208,-919.8748985132545,23857.002798424634
2028-01-01,11747.580357635186,-810.8196933120558,24065.04028588496
